scenario,mois,date_calendrier,annee,equipes,independants,organisateurs,organisateurs_solo,organisateurs_pro,clubs_tri,coachs_tri,athletes_tri,coachs_running,clubs_running,clients_multisport,clients_total_endurance,mrr_multisport,part_mrr_multisport_pct,arpu_equipe,mrr_equipes,mrr_independants,mrr_abonnements,mrr_marketplace,gmv_marketplace_mois,missions_vacataires_mois,commission_missions_pct,part_mrr_international_pct,mrr_enterprise,mrr_total,arr,marge_brute_pct,marge_brute_eur,cogs_variables,couts_infra_outils,couts_rh_equipe,effectif_etp,salaire_fondateur_net,dividendes_fondateur_net,remuneration_totale_net,remuneration_lissee_annuelle,mode_remuneration,cout_total_mensuel,resultat_net,tresorerie,multiple_valorisation,valorisation_eur,vs_ippogee,objectif_15k,objectif_100M
Leader Multisport (cyclisme + tri + run),1,déc. 2027,Y1,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,74.0,297.0,180.0,477.0,0.0,0.0,0.0,0.0,0.0,0,477.0,5725.0,83.8,400.0,77.0,2200.0,0.0,1,0,0.0,0.0,0.0,optimal,2200.0,-1800.0,118200.0,6.4,36641.0,En cours,,
Leader Multisport (cyclisme + tri + run),2,jan. 2028,Y1,8.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,74.0,592.0,359.0,950.0,0.0,0.0,0.0,0.0,0.0,0,950.0,11404.0,83.8,797.0,154.0,2200.0,0.0,1,0,0.0,0.0,0.0,optimal,2200.0,-1403.0,116797.0,6.4,72986.0,En cours,,
Leader Multisport (cyclisme + tri + run),3,fév. 2028,Y1,11.9,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,74.0,885.0,534.0,1420.0,0.0,0.0,0.0,0.0,0.0,0,1420.0,17037.0,83.8,1190.0,230.0,2200.0,250.0,2,0,0.0,0.0,0.0,optimal,2450.0,-1260.0,115537.0,7.0,119260.0,En cours,,
Leader Multisport (cyclisme + tri + run),4,mars 2028,Y1,15.9,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,74.0,1184.0,713.0,1897.0,0.0,0.0,0.0,0.0,1.2,0,1897.0,22764.0,83.8,1591.0,306.0,2200.0,250.0,2,0,0.0,0.0,0.0,optimal,2450.0,-859.0,114677.0,7.0,159350.0,En cours,,
Leader Multisport (cyclisme + tri + run),5,avr. 2028,Y1,20.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,74.0,1488.0,893.0,2381.0,0.0,0.0,0.0,0.0,2.3,0,2381.0,28570.0,83.9,1997.0,384.0,2200.0,250.0,2,0,0.0,0.0,0.0,optimal,2450.0,-453.0,114224.0,7.0,199987.0,En cours,,
Leader Multisport (cyclisme + tri + run),6,mai 2028,Y1,24.1,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,75.0,1796.0,1075.0,2871.0,0.0,0.0,0.0,0.0,3.5,0,2871.0,34453.0,83.9,2409.0,462.0,2200.0,1550.0,4,0,0.0,0.0,0.0,optimal,3750.0,-1341.0,112883.0,7.0,241171.0,En cours,,
Leader Multisport (cyclisme + tri + run),7,juin 2028,Y1,31.4,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,75.0,2347.0,1556.0,3903.0,0.0,0.0,0.0,0.0,4.7,0,3903.0,46839.0,83.9,3276.0,627.0,2200.0,1550.0,4,0,0.0,0.0,0.0,optimal,3750.0,-474.0,112409.0,7.0,327876.0,En cours,,
Leader Multisport (cyclisme + tri + run),8,juil. 2028,Y1,38.8,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,75.0,2906.0,2042.0,4948.0,0.0,0.0,0.0,0.0,5.8,0,4948.0,59377.0,84.0,4154.0,794.0,2200.0,1550.0,4,217.0,0.0,217.0,325.0,optimal,4154.0,0.0,112409.0,7.0,415637.0,En cours,,
Leader Multisport (cyclisme + tri + run),9,août 2028,Y1,46.2,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,75.0,3472.0,2533.0,6005.0,0.0,0.0,0.0,0.0,7.0,0,6005.0,72064.0,84.0,5044.0,962.0,2200.0,1550.0,4,693.0,0.0,693.0,1213.0,optimal,5044.0,0.0,112409.0,7.0,504451.0,En cours,,
Leader Multisport (cyclisme + tri + run),10,sept. 2028,Y1,53.7,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,75.0,4046.0,3029.0,7075.0,0.0,0.0,0.0,0.0,8.2,0,7075.0,84902.0,84.0,5944.0,1131.0,2200.0,1550.0,4,1175.0,0.0,1175.0,2502.0,optimal,5944.0,0.0,112409.0,7.0,594313.0,En cours,,
Leader Multisport (cyclisme + tri + run),11,oct. 2028,Y1,61.3,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,75.0,4628.0,3529.0,8157.0,0.0,0.0,0.0,0.0,9.3,0,8157.0,97888.0,84.0,6855.0,1302.0,2200.0,1550.0,4,1663.0,0.0,1663.0,4089.0,optimal,6855.0,0.0,112409.0,7.0,685218.0,En cours,,
Leader Multisport (cyclisme + tri + run),12,nov. 2028,Y1,69.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,0.0,0.0,76.0,5218.0,4034.0,9252.0,0.0,0.0,0.0,0.0,10.5,0,9252.0,111023.0,84.1,7777.0,1475.0,2200.0,1550.0,4,2000,0.0,2000.0,5749.0,optimal,7483.0,293.0,112702.0,9.0,999209.0,En cours,,
Leader Multisport (cyclisme + tri + run),13,déc. 2028,Y2,76.7,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,77.0,5879.0,4544.0,10423.0,0.0,0.0,0.0,0.0,11.7,0,10423.0,125070.0,84.1,8764.0,1659.0,4800.0,1550.0,4,1293.0,0.0,1293.0,6500.0,optimal,8764.0,0.0,112702.0,9.0,1125630.0,En cours,,
Leader Multisport (cyclisme + tri + run),14,jan. 2029,Y2,84.5,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,78.0,6561.0,5058.0,11619.0,0.0,0.0,0.0,0.0,12.8,0,11619.0,139423.0,84.1,9772.0,1846.0,4800.0,1550.0,4,1833.0,0.0,1833.0,7607.0,optimal,9772.0,0.0,112702.0,9.0,1254808.0,En cours,,
Leader Multisport (cyclisme + tri + run),15,fév. 2029,Y2,92.4,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,79.0,7264.0,5577.0,12840.0,0.0,0.0,0.0,0.0,14.0,0,12840.0,154085.0,84.1,10803.0,2037.0,4800.0,1550.0,4,2386.0,0.0,2386.0,9008.0,optimal,10803.0,0.0,112702.0,9.0,1386762.0,En cours,,
Leader Multisport (cyclisme + tri + run),16,mars 2029,Y2,100.4,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,80.0,7988.0,6100.0,14088.0,0.0,0.0,0.0,0.0,15.2,0,14088.0,169057.0,84.2,11857.0,2231.0,4800.0,1550.0,4,2500,0.0,2500.0,10320.0,optimal,11017.0,840.0,113543.0,9.0,1521516.0,En cours,,
Leader Multisport (cyclisme + tri + run),17,avr. 2029,Y2,108.4,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,81.0,8735.0,6627.0,15362.0,0.0,0.0,0.0,0.0,16.3,0,15362.0,184343.0,84.2,12933.0,2429.0,4800.0,1550.0,4,2500,0.0,2500.0,11478.0,optimal,11017.0,1916.0,115459.0,9.0,1659091.0,En cours,,
Leader Multisport (cyclisme + tri + run),18,mai 2029,Y2,116.4,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,82.0,9503.0,7159.0,16662.0,0,0.0,0.0,11.5,17.5,0,16662.0,199946.0,84.2,14032.0,2630.0,4800.0,1550.0,4,2500,0.0,2500.0,12507.0,optimal,11017.0,3015.0,118474.0,10.7,2139417.0,En cours,,
Leader Multisport (cyclisme + tri + run),19,juin 2029,Y2,128.5,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,83.0,10615.0,8012.0,18628.0,40.0,399.0,0.5,11.5,19.6,0,18668.0,224011.0,84.3,15730.0,2938.0,4816.0,1550.0,4,2500,0.0,2500.0,13428.0,optimal,11033.0,4697.0,123171.0,10.7,2396917.0,En cours,,
Leader Multisport (cyclisme + tri + run),20,juil. 2029,Y2,140.7,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,84.0,11770.0,8882.0,20652.0,90.0,895.0,1.1,11.5,21.7,0,20742.0,248905.0,84.3,17487.0,3255.0,4832.0,1550.0,4,2500,0.0,2500.0,14256.0,optimal,11049.0,6439.0,129610.0,10.7,2663287.0,En cours,,
Leader Multisport (cyclisme + tri + run),21,août 2029,Y2,153.2,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,0.0,0.0,85.0,12969.0,9768.0,22737.0,150.0,1496.0,1.8,11.5,23.8,0,22887.0,274644.0,84.4,19306.0,3581.0,4848.0,1550.0,4,2500,0.0,2500.0,15006.0,optimal,11065.0,8242.0,137851.0,10.7,2938689.0,En cours,,
Leader Multisport (cyclisme + tri + run),22,sept. 2029,Y2,165.9,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,0.0,0.0,86.0,14212.0,10670.0,24882.0,222.0,2209.0,2.7,11.5,25.8,0,25103.0,301242.0,84.4,21188.0,3916.0,4864.0,1550.0,4,2500,0.0,2500.0,15688.0,optimal,11081.0,10107.0,147959.0,10.7,3223287.0,En cours,,
Leader Multisport (cyclisme + tri + run),23,oct. 2029,Y2,178.8,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,0.0,0.0,87.0,15500.0,11587.0,27087.0,306.0,3043.0,3.7,11.5,27.9,0,27393.0,328715.0,84.4,23133.0,4260.0,4880.0,1550.0,4,2500,0.0,2500.0,16310.0,optimal,11097.0,12037.0,159995.0,10.7,3517247.0,En cours,,
Leader Multisport (cyclisme + tri + run),24,nov. 2029,Y2,191.9,1527.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1723.0,163.0,0.5,88.0,16834.0,12520.0,29354.0,402.0,4007.0,4.9,11.5,30.0,0,29920.0,359037.0,84.5,25283.0,4637.0,4896.0,6050.0,5,2500,5653.0,8153.0,19707.0,optimal,15763.0,9520.0,905272.0,12.4,4434104.0,En cours,,
Leader Multisport (cyclisme + tri + run),25,déc. 2029,Y3,205.2,1642.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1856.0,324.0,1.0,89.0,18290.0,13468.0,31758.0,519.0,5169.0,6.3,11.5,32.1,0,32601.0,391207.0,84.6,27567.0,5034.0,9225.0,6050.0,5,5000,0.0,5000.0,21318.0,optimal,24759.0,2808.0,908080.0,10.8,4244599.0,En cours,,
Leader Multisport (cyclisme + tri + run),26,jan. 2030,Y3,218.7,1760.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1990.0,483.0,1.4,91.0,19802.0,14431.0,34233.0,653.0,6503.0,7.9,11.5,34.2,0,35369.0,424428.0,84.6,29927.0,5442.0,9271.0,6050.0,5,5000,0.0,5000.0,22806.0,optimal,24804.0,5123.0,913203.0,10.8,4605041.0,En cours,,
Leader Multisport (cyclisme + tri + run),27,fév. 2030,Y3,232.5,1879.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2127.0,639.0,1.7,92.0,21374.0,15409.0,36783.0,805.0,8023.0,9.7,11.5,36.3,0,38227.0,458723.0,84.7,32367.0,5860.0,9316.0,6050.0,5,5000,1932.0,6932.0,25042.0,optimal,24850.0,7517.0,918074.0,10.8,4977145.0,En cours,,
Leader Multisport (cyclisme + tri + run),28,mars 2030,Y3,246.2,1998.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2264.0,793.0,1.9,93.0,22942.0,16386.0,39328.0,977.0,9734.0,11.8,11.5,37.2,0,41098.0,493171.0,84.7,34813.0,6284.0,9362.0,6050.0,5,5000,0.0,5000.0,26291.0,optimal,24895.0,9918.0,927992.0,10.8,5350911.0,En cours,,
Leader Multisport (cyclisme + tri + run),29,avr. 2030,Y3,260.1,2117.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2400.0,945.0,2.1,94.0,24549.0,17360.0,41910.0,1169.0,11648.0,14.1,11.5,38.1,0,44023.0,528279.0,84.7,37308.0,6715.0,9408.0,6050.0,5,5000,0.0,5000.0,27453.0,optimal,24941.0,12367.0,940359.0,13.4,7052522.0,En cours,,
Leader Multisport (cyclisme + tri + run),30,mai 2030,Y3,274.0,2236.0,29.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,2539.0,1343.0,2.8,96.0,26195.0,18334.0,44528.0,1382.0,13774.0,16.7,11.5,39.0,0,47253.0,567041.0,84.8,40066.0,7188.0,9454.0,10850.0,6,5000,2301.0,7301.0,29458.0,optimal,29787.0,10279.0,945431.0,13.4,7569998.0,En cours,,
Leader Multisport (cyclisme + tri + run),31,juin 2030,Y3,287.9,2354.0,34.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,2677.0,1736.0,3.4,97.0,27879.0,19306.0,47184.0,1618.0,16124.0,19.5,11.5,39.9,0,50538.0,606461.0,84.8,42872.0,7667.0,9500.0,10850.0,6,5000,0.0,5000.0,30444.0,optimal,29833.0,13039.0,958470.0,13.4,8096255.0,En cours,,
Leader Multisport (cyclisme + tri + run),32,juil. 2030,Y3,301.9,2473.0,40.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,2815.0,2124.0,3.9,98.0,29602.0,20276.0,49878.0,1877.0,18707.0,22.7,11.5,40.8,0,53880.0,646555.0,84.9,45728.0,8151.0,9546.0,10850.0,6,5000,0.0,5000.0,31367.0,optimal,29879.0,15849.0,974319.0,13.4,8631503.0,En cours,,
Leader Multisport (cyclisme + tri + run),33,août 2030,Y3,316.0,2591.0,45.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,45.0,2952.0,2508.0,4.4,99.0,31364.0,21245.0,52609.0,2161.0,21536.0,26.1,11.5,41.8,0,57278.0,687337.0,84.9,48636.0,8642.0,9592.0,10850.0,6,5000,3943.0,8943.0,33669.0,optimal,29925.0,18711.0,985573.0,13.4,9175953.0,En cours,,
Leader Multisport (cyclisme + tri + run),34,sept. 2030,Y3,330.1,2709.0,51.0,41.0,10.0,0.0,0.0,0.0,0.0,0.0,51.0,3090.0,2887.0,4.8,100.0,33166.0,22212.0,55378.0,2471.0,24620.0,29.8,11.5,42.7,0,60735.0,728825.0,85.0,51596.0,9139.0,9638.0,10850.0,6,5000,0.0,5000.0,34443.0,optimal,29971.0,21625.0,1007198.0,13.4,9729815.0,En cours,,
Leader Multisport (cyclisme + tri + run),35,oct. 2030,Y3,344.2,2827.0,56.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,56.0,3227.0,3262.0,5.1,102.0,35006.0,23178.0,58184.0,2807.0,27971.0,33.9,11.5,43.6,0,64253.0,771034.0,85.0,54610.0,9643.0,9684.0,10850.0,6,5000,0.0,5000.0,35174.0,optimal,30018.0,24592.0,1031790.0,13.4,10293302.0,En cours,,
Leader Multisport (cyclisme + tri + run),36,nov. 2030,Y3,358.4,2944.0,61.0,48.0,14.0,2.0,12.0,0.0,0.0,0.0,75.0,3378.0,4071.0,6.0,103.0,36887.0,24143.0,61029.0,3171.0,31599.0,38.3,11.5,44.5,0.0,68270.0,819245.0,85.1,58068.0,10203.0,9731.0,14350.0,7,5000,6469.0,11469.0,38019.0,optimal,33564.0,24503.0,1045377.0,15.1,12370599.0,En cours,,
Leader Multisport (cyclisme + tri + run),37,déc. 2030,Y4,379.1,3114.0,68.0,53.0,15.0,4.0,24.0,0.0,0.0,0.0,96.0,3590.0,4951.0,6.6,104.0,39292.0,25538.0,64830.0,3576.0,35669.0,43.2,11.5,45.4,1333.0,74690.0,896277.0,85.3,63697.0,10992.0,16296.0,14350.0,7,5000,0.0,5000.0,38614.0,optimal,40129.0,23569.0,1068946.0,13.6,12189367.0,En cours,,
Leader Multisport (cyclisme + tri + run),38,jan. 2031,Y4,399.9,3284.0,76.0,58.0,17.0,6.0,35.0,0.0,0.0,0.0,117.0,3801.0,5819.0,7.2,104.0,41734.0,26929.0,68663.0,4011.0,40033.0,48.5,11.5,46.3,2667.0,81160.0,973917.0,85.5,69373.0,11787.0,16373.0,14350.0,7,5000,0.0,5000.0,39176.0,optimal,40207.0,29166.0,1098112.0,13.6,13245273.0,En cours,,
Leader Multisport (cyclisme + tri + run),39,fév. 2031,Y4,420.7,3453.0,83.0,63.0,19.0,8.0,47.0,18.0,0.0,0.0,155.0,4029.0,6976.0,7.9,105.0,44213.0,28318.0,72531.0,4475.0,44699.0,54.2,11.5,47.2,4000.0,87982.0,1055785.0,85.6,75356.0,12626.0,16451.0,14350.0,7,5000,5351.0,10351.0,41357.0,optimal,40285.0,35071.0,1123799.0,13.6,14358676.0,DÉPASSÉ,,
Leader Multisport (cyclisme + tri + run),40,mars 2031,Y4,441.6,3622.0,89.0,69.0,21.0,10.0,58.0,36.0,0.0,0.0,193.0,4257.0,8116.0,8.6,106.0,46728.0,29704.0,76432.0,4970.0,49675.0,60.2,11.4,48.2,5333.0,94851.0,1138212.0,85.8,81381.0,13470.0,16529.0,14350.0,7,5000,0.0,5000.0,41823.0,optimal,40363.0,41019.0,1164818.0,13.6,15479684.0,DÉPASSÉ,,
Leader Multisport (cyclisme + tri + run),41,avr. 2031,Y4,462.5,3791.0,96.0,74.0,23.0,12.0,69.0,53.0,0.0,0.0,230.0,4483.0,9238.0,9.1,107.0,49280.0,31086.0,80367.0,5496.0,54969.0,66.6,11.4,49.1,6667.0,101768.0,1221212.0,85.9,87450.0,14318.0,16608.0,14350.0,7,5000,0.0,5000.0,42266.0,optimal,40441.0,47009.0,1211827.0,13.6,16608484.0,DÉPASSÉ,,
Leader Multisport (cyclisme + tri + run),42,mai 2031,Y4,483.6,3959.0,103.0,78.0,24.0,14.0,80.0,70.0,0.0,0.0,266.0,4709.0,10344.0,9.5,107.0,51869.0,32466.0,84335.0,6054.0,60589.0,73.4,11.4,50.0,8000.0,108733.0,1304799.0,86.0,93563.0,15171.0,16686.0,19850.0,8,5000,9077.0,14077.0,45282.0,optimal,46019.0,47543.0,1244881.0,13.6,17745267.0,DÉPASSÉ,,
